name,brand,brand_pos
КОЛГОТКИ INNAMORE Giorgia,innamore,"(9, 17)"
Кофе BUSHIDO BLACK ст/б 50гр,bushido,"(5, 12)"
Печенье Хрустяшечка со вкусом шоколада 2 кг,,"(0, 0)"
Линейка 30см 24405-4 /1440/,,"(0, 0)"
БУЛАВКИ ПОРТНОВ. 38М,,"(0, 0)"
Кепка NordKapp Vardo khaki,nordkapp,"(6, 14)"
Мясо печень говяжья,,"(0, 0)"
Бокорез 180мм (17523) 257руб,,"(0, 0)"
Бисковитный рулет Яшкино  200г клубника со сливками,яшкино,"(18, 24)"
1/1 Флуифорт сироп 9% 120мл,флуифорт,"(4, 12)"
Лоток cборный вертикальный LINE 5 отделений черный СТАММ ЛТ458,стамм,"(51, 56)"
ПЕРЕЦ ЧЕРНЫЙ ЦУКОРИЯ 30Г ГОРОШКОМ,,"(0, 0)"
Перчатки нейлоновые с ПВХ покрытием 3/4 облив 10 р-р ДоброСад,добросад,"(53, 61)"
[M] Кеды PUMA LM110459221 pOW=U)vn'iRCd,puma,"(9, 13)"
Колбаса Мясницкий ряд Докторская вар. круг. (весовая),мясницкий ряд,"(8, 21)"
Моторное масло MOTUL 7100 4T 10w40 4л,motul,"(15, 20)"
"Сигареты ""Сталинградские""",сталинградские,"(10, 24)"
1/1 Презервативы Контекс/Contex классик №3,contex,"(25, 31)"
ПСАПОГИ ЖЕН W203LK02,,"(0, 0)"
"Подклад стрейч, Черный-79",,"(0, 0)"
"Карниз  Супер  2-х пол. 3,0м",,"(0, 0)"
4606224028675 Текстмаркеры BRAUBERG (БРА_02,brauberg,"(27, 35)"
4 279  Миксер д_красок 80*430мм MIXTON Микстон О_К 1шт,mixton,"(32, 38)"
"1.62236  Коронка SDS+ 68мм по кирпичу тв. сплав,в сборе Энкор 1шт                479,00* 1,000= 479,00 р./арт.9468",энкор,"(56, 61)"
Коктейль аром.Чудо молочное 2% 200гр клубника,чудо,"(14, 18)"
4 2456518913994 БРЮКИ ЖЕН/STEF/UP01,,"(0, 0)"
"Шприц 2 мл SFM, 3-х комп. с иглой 23G 0,6 х 30 мм №10.(9650002184249)",sfm,"(11, 14)"
"Patrisa Nail, Гель-лак - LOFT №684 (8 мл.)",patrisa nail,"(0, 12)"
"Российское шампанское белое ""Крымское"" брют",российское,"(0, 10)"
Яшкино  Бонфетти батончик нуга с аразисом 25г,яшкино,"(0, 6)"
Кофе в зернах Lavazza Qualita Oro (Лавацца Квалита Оро) (RUS) (1 кг),lavazza,"(14, 21)"
Унипласт пластырь набор Семейная,унипласт,"(0, 8)"
джемпер женский REP13356256,,"(0, 0)"
Ключ TORX Г-обр T45H с отверстием длинный ROCK FORCE RF-76745L 200077,rock force,"(42, 52)"
Royal Canin д/кошек 400г сухой корм д/породы Мейн Кун,royal canin,"(0, 11)"
Джинс Муж 2251,,"(0, 0)"
Регидрон пор. пак №20(14/20),регидрон,"(0, 8)"
"Набор 15 шт(три цвета) свеча церковная 15 х 0,5 см цветная",,"(0, 0)"
КОФЕ EGOISTE НАТУРАЛЬНЫЙ 100ГР СТЕКЛО,egoiste,"(5, 12)"
Шланг радиатора 21230 комплект 2 шт силиконовый,,"(0, 0)"
Пино коладо,,"(0, 0)"
горбуша в,,"(0, 0)"
Челночок Сушка Мак 1кг /Лакомка,лакомка,"(24, 31)"
Vivienne Sabo Блеск д/губ Le grand volume 8 3мл,vivienne sabo,"(0, 13)"
Хомут  10-16 шт,,"(0, 0)"
"Одеяло 1,5-спальное Sonno LM114095950",sonno,"(20, 25)"
Кофе молотый Paulig City Coffees Cafe New York ground 200g,paulig,"(13, 19)"
Чай Майский   в ассортим-е   25пак 1/27,майский,"(4, 11)"
Торт Шоколадница с Миндалем 270г Коломенское \,коломенское,"(33, 44)"
5 2456534796274 ФУТБОЛКА Ж/Dies/00S2,dies,"(27, 31)"
КАРАЧИНСКАЯ ВОДА МИНЕРАЛЬНАЯ ПЭТ. 0.5Л ,карачинская,"(0, 11)"
"Молоко 3,2% 1л бут. Славянские традиции",славянские традиции,"(20, 39)"
Гель NIVEA Заряд свежести для душа 250мл,nivea,"(5, 10)"
ШОКОЛ КРУПСКОЙ  БЕЛОЧКА 100ГР,белочка,"(16, 23)"
!Конфеты Акконд Снопик кг,акконд,"(9, 15)"
1/1 Алмагель а 170мл (а3п1),алмагель,"(4, 12)"
FUNKY TOYS FT61081 S,funky toys,"(0, 10)"
SL Картофель фри и ржаные гренки,,"(0, 0)"
"Блесна ""MEPPS"" Long Rainbo OR №0",mepps,"(8, 13)"
Фитэкс капли успокаивающие д/собак и кошек 10 мл,фитэкс,"(0, 6)"
ВКУСНО СОК МОХИТО,вкусно сок,"(0, 10)"
Футболка Mango REP10644353,mango,"(9, 14)"
2 2157280625565 Блуза/SELA/Bs-6,sela,"(22, 26)"
Ж/д билет № 75450907897874 Плацкарта,,"(0, 0)"
"9 Бимоптик плюс капли глазные  0,3мг/мл + 5мг/мл 3мл фл  №1",бимоптик плюс,"(2, 15)"
"Кетонал,св,0.1,№ 12",кетонал,"(0, 7)"
1) 1791D-33X-32 КРОССОВКИ ДЛЯ МАЛЬЧИКА,,"(0, 0)"
Пульт HUAYU для ресиверов DVB-T2+3	 универсальный,huayu,"(6, 11)"
МОРОЖЕНОЕ БОН ПАРИ 47 МЛ Продук без заменителя молочного жира,бон пари,"(10, 18)"
"Текстовыделитель STAFF Basic, желтый, линия 1-3 мм",staff,"(17, 22)"
Сок тыквенный INTER-PAK 1л с/б,inter-pak,"(14, 23)"
"16720315, ! Кабель ВВГнг(А) 2х1.5 черный 10м ГОСТок",,"(0, 0)"
Труба для внутренней канализации ПП d110х2000мм,,"(0, 0)"
Сардина тихоокеанская Доброфлот Иваси ж/б ключ 245г ,доброфлот,"(22, 31)"
ESSENCE 3m Тени д/век тауповый 7,essence,"(0, 7)"
НК мыло Дивный сад Зеленое яблоко 90г/72/10173 (упак),нк,"(0, 2)"
Раскраски с заданиями Животные,,"(0, 0)"
"Скоросшиватель пласт.А4 БЮРОКРАТ PS20 0,18/0,13мм сер. шт.",бюрократ,"(24, 32)"
"Ластик BERLINGO Ergonomic овал, ассорти",berlingo,"(7, 15)"
Рубашка-поло муж.Hugo Boss 50435412 POL 493 XXXL,hugo boss,"(17, 26)"
Заварики Сахарные Печенье 1кг,,"(0, 0)"
СКУМБРИЯ ДОБРОФЛОТ НАТУРАЛЬНАЯ С ДОБАВЛЕНИЕМ МАСЛА 245г,доброфлот,"(9, 18)"
МЕ2057969 Лампа светодиодная шар G58 11Вт Philips 3000К E27,philips,"(42, 49)"
"БЗМЖ Молоко ПИТЬЕВОЕ ТЯЖИН ультрапастеризованное 3,2% 1л",тяжин,"(21, 26)"
Рис длиннозерный 80 г*5шт Мелькруп,мелькруп,"(26, 34)"
"Маффин ""Шарлотка""2*90г",,"(0, 0)"
грибное ассорти 300г Кружево вкуса,кружево вкуса,"(21, 34)"
Телескоп Арт. 50360,,"(0, 0)"
Тафен назаль фл.(спрей наз. дозир.) 50мкг/доза 200доз,тафен назаль,"(0, 12)"
Хот - дог с маринованным огурцом,,"(0, 0)"
2282685 [М]  Обувь весна-лето-осень TAMA,tama,"(36, 40)"
"Ковш банный нержавеющая вставка ""Емеля"" 0,5л короткая ручка",емеля,"(33, 38)"
Масло подс. Золотая Семечка 1 л. Раф./дезод.,золотая семечка,"(12, 27)"
2) 0244C-30X-36 ЮБКА ЖЕНСКАЯ,,"(0, 0)"
Сыр плав.БЗМЖ President Мастер Бутерброда Сливочный 40% 150г нарезка пак.,president,"(14, 23)"
!Выборгское Творог 5% 300г,выборгское,"(1, 11)"
4680036912940 Пиво безалкогольное Жигули Б,жигули,"(34, 40)"
"Отвод  40х45* (s=1,8мм) канализ. ПП",,"(0, 0)"
469069014642 Полотенце махровое Дрезден серый 50*80 (шт),,"(0, 0)"
Папка-регистратор inФОРМАТ PVC А4 красн. картон 75 мм метал.окант. карман(шт),,"(0, 0)"
247325 Подушка 70х70 см синтепон/полиэстер,,"(0, 0)"
1 2157399909662 Сапоги жен/GEOX/D849,geox,"(27, 31)"
кран 20 в/в (баб) 11б27п1 шт,,"(0, 0)"
Сыворотка ESTHETIC HOUSE 11534 Без цвета Без цвета 80 мл,esthetic house,"(10, 24)"
Корм для кошек Chammy Кролик и индейка в соусе (ТМ Chammy РФ) 85гр,chammy,"(15, 21)"
"Профиль для плитки SALAG внешний светло-бежевый (006)  12,5мм 2,5м",salag,"(19, 24)"
Ж/д билет № 74050873920950 Плацкарта,,"(0, 0)"
Экзопротектор NOVACUTAN SBio ( SKIN-LIFT),novacutan,"(14, 23)"
"Водка ""Байловская"" 0,5л 40% Якутия 143501001",байловская,"(7, 17)"
"Пицца ""Биг Тейст""",,"(0, 0)"
Булавки по 20,,"(0, 0)"
"LED-C35-11W/3000K/E14/CL PLS02WH Лампа светод.""свеча"", проз.тепл.бел.свет ""Uniel""",uniel,"(75, 80)"
3) XK107-02X-44 КУРТКА ЖЕНСКАЯ,,"(0, 0)"
Куртка утепленная Befree REP13175139,befree,"(18, 24)"
"Фарш говяжий ""МИРАТОРГ"" 400 гр",мираторг,"(14, 22)"
1400529 AA Батарейка GP Alkaline Power 1 шт.,gp,"(21, 23)"
6)  Масло моторное 5W30 Castrol RN17 208,castrol,"(24, 31)"
"Нож Tramontina 23529/215 12,7см 871-568",tramontina,"(4, 14)"
Колготки женские/ 41190 Sheer Lady TI (Бежевый-Черный (4343 pow/black)/1 (S-M)/),sheer lady,"(24, 34)"
LUXE №1 MAXIMA №1 Заводной искуситель(шт),luxe,"(0, 4)"
Эл.пит.GP 1604 A (6LF22)BC1,gp,"(7, 9)"
"Палм б/а / Palm Non Alсohol (0,25л.*бут.)",palm,"(11, 15)"
"Продукт творожный ДАНИССИМО 130гр 7,2% Натуральный с хрустящими шариками 1/8шт",даниссимо,"(18, 27)"
"0507-1 Канва с рисунком  Матренин посад  ""Махаон"" 16*20см",матренин посад,"(25, 39)"
Гайка М16х2х16 механизма запирания бортов платформ,,"(0, 0)"
GRIFON BIO Пакеты д/заморозки  Шт,grifon,"(0, 6)"
"Шницель из филе индейки ""Индилайт"" лоток 400гр",индилайт,"(25, 33)"
961938 Комплимент от Clinique 268,clinique,"(21, 29)"
2 2456551293954 ПИДЖАК МУЖ/ESPR/039E,,"(0, 0)"
"фигурка декоративная Девочка-пушистик, размер: 5х4х11см, полистоун",,"(0, 0)"
Костюм утепленный Pilguni LM114667624,pilguni,"(18, 25)"
"Альбом ""Prof Press"" 32л А4 Яркая венеция",prof press,"(8, 18)"
"Царь водка 0,25 40% фляга",царь,"(0, 4)"
Герметик KUDO универсальный силикон б/ц. 280мл,kudo,"(9, 13)"
Прованские травы 10г ВД,,"(0, 0)"
Контейнер Appetite стекло прям. син. 640 мл SL640RB,appetite,"(10, 18)"
"Сок RICH гранатовый, 1л",rich,"(4, 8)"
"Семечки отборные ""От Мартина"" С морской",от мартина,"(18, 28)"
Джемпер Befree LM091073383,befree,"(8, 14)"
"Семечки жареные ""Белочка"" 350 гр. 1*10 (шт)",белочка,"(17, 24)"
"Водка ""Жаворонки мягкая""0.5л",жаворонки,"(7, 16)"
1067796 Папка -уголок А4 Comix MC Мо,comix,"(25, 30)"
"Йогурт КОРОВКА ИЗ КОРЕНОВКИ 2,1% клубничный 450г БЗМЖ",коровка из кореновки,"(7, 27)"
16737 СОУС СОЕВЫЙ MAYUMI 150 МЛ ЯПОН,mayumi,"(18, 24)"
"Сок Фруктовый сад 0,95 Мультифрукт * 12",фруктовый сад,"(4, 17)"
"Пельмени Деревенские 800гр, МИРАТОРГ",мираторг,"(28, 36)"
печенье сахарное шоколадное Любятово 426гр,любятово,"(28, 36)"
028 5065 60226 Пуловер (О-вырез) Marc O'Polo (темно-синий) (L),marc o'polo,"(33, 44)"
Футболка AIRSUN жен Размер: Унив-ый,airsun,"(9, 15)"
Свеча светодиодная h10см кремовая 1шт/12,,"(0, 0)"
Лeнтa элaстичная   НП (ч)   10 mм BL Арт^kул 26323037862,,"(0, 0)"
1/1 Naturella прокладки camomile ultra night №7,naturella,"(4, 13)"
Хомут червячный 9мм 20х32мм,,"(0, 0)"
6528362800020 CARLSON - Свитер,carlson,"(14, 21)"
"4607161622612 Сливки 33% Петмол 0,5л",петмол,"(25, 31)"
"227289 жидкость д/розжига 0,5л у",,"(0, 0)"
58  Краски акв.мед.12цв.ЛУЧ.Классика.с/к п/бл,луч,"(24, 27)"
Пельмени Классические Ермолино,ермолино,"(22, 30)"
"Брюки д/д / 20951 (р.158,84,42,13лет)",,"(0, 0)"
Печенье Курабье Бакинское кг Дедушка Чой,дедушка чой,"(29, 40)"
"MP9141ES, Микросхема",,"(0, 0)"
4600936181161 Крем д/ног СВОБОДА Эффект с Пихтой 40г,свобода,"(25, 32)"
Axe Дезодорант спрей Кожа и Печеньки  150мл.,axe,"(0, 3)"
5. 434199 Порошок стиральный Лотос 450г эконом универсал 1/24,лотос,"(29, 34)"
Ведро эмаль 12л с крышкой,,"(0, 0)"
'Сигареты  ecce exhange кнопка синяя,ecce,"(11, 15)"
Салат из кальмара в профитролях 35 гр,,"(0, 0)"
"Дрель ударная HAMMER UDD710B PREMIUM  710Вт 13мм 0-3000об/мин реверс, в кейсе",hammer,"(14, 20)"
КЕТЧУП ЕЖК ЛЕЧО 350Г,ежк,"(7, 10)"
"Сок Любимый Цитрусовый Микс 1,93л",любимый,"(4, 11)"
1.4212 Ручка PILOT BPS-GP-F крас.,pilot,"(13, 18)"
2 2157387955220 САНДАЛИИ Ж/ESPR/048E,,"(0, 0)"
Юбка Marks & Spencer REP08039604,marks & spencer,"(5, 20)"
2 2157534708310 05.21Помад/KIKI/5003,kiki,"(27, 31)"
2. Либридерм (Librederm) Гиалурон крем ноч увлаж д/лица и шеи 50мл,librederm,"(14, 23)"
"Средство для стирки LION ""Top"" Super Nanox PREMIUM концентрированное, дезодорирующее(400 мл.)",lion,"(20, 24)"
"Масло ЭКОМИЛК Сливочное сладкосливочн 82,5% 180г БЗМЖ",экомилк,"(6, 13)"
дез.  GMD  ролик  50мл Невидимый,gmd,"(6, 9)"
Хреновуха и специи 50мл,,"(0, 0)"
"МЕРСИ соус майонезный ПРОВАНСАЛЬ с ЛИМОННЫМ СОКОМ 40%, 350 мл",мерси,"(0, 5)"
"74ACT245MTC, 8-разрядный двунаправленный приемопередатчик с выходами на 3 состояния [TSSOP-20]",,"(0, 0)"
"Саморезы по дереву BROZEX пакет 3,5*55 к/р (20 шт) шт",brozex,"(19, 25)"
Промывка масляной системы RUSEFF 5мин 275мл  19422N шт,ruseff,"(26, 32)"
"ЙОГУРТ СЕЛО ЗЕЛЕНОЕ 120 ГР 3,5% ОТРУБИ ЗЛАКИ ОРЕХИ",село зеленое,"(7, 19)"
Clinique Пудра рассыпчатая Blended Powder/Brush тон 08 Neutral 35гр. / Clinique Пудра рассыпчатая Bl.,clinique,"(0, 8)"
