name,good,good_pos
Носки женские Conte CE FANTASY 18С-10СП turquoise р.23-25,носки,"(0, 5)"
Рубашка-POLO д/м р.134-164 (Deloras) (Размер: 152 Цвет: Голубой) Размер: 152 Цвет: Голубой,рубашка,"(0, 7)"
Gillette пена д\бритья 200мл в асс-те шт,пена,"(9, 13)"
"Сметана Васьк счастье 20% 0,250 гр ЗМК",сметана,"(0, 7)"
ELLIS Cosmetic  Ножницы маникюрные прямые RN005,ножницы,"(16, 23)"
Газ ПБА (44.67 л * 22.00),газ,"(0, 3)"
Семена Газон Лилипут 1кг,семена,"(0, 6)"
"Шнур YGK Frontier Braid Cord X8 for Shore 150m 0,165  7,3кг салатовый",шнур,"(0, 4)"
Колбаса Сервелат Кремлевский в/к 350г Владимирский стандарт,колбаса,"(0, 7)"
"Капли Барс  против блох и клещей для собак, 1 пипетка,  по 1,4 мл (фипронил, дифлубензурон, дикарбоксимид) АВЗ 1х100 ПРОДАЕТСЯ Ш",капли,"(0, 5)"
Осетинский пирог с сыром (800 г),пирог,"(11, 16)"
Водолазка Sela LM071805051,водолазка,"(0, 9)"
Шорты для мальчиков Futurino 122,шорты,"(0, 5)"
Капика Босоножки сер Дев 33562-1 (34),босоножки,"(7, 16)"
Ирис Меллер в ас-те 38 гр.,ирис,"(0, 4)"
"Пакет бумажный Крафт 39,5х15х8 белый с кручеными ручками под бутылку ТП (тип.GRAPE+WINE AND DINE)",пакет,"(0, 5)"
Чай Tess 200гр Плэжа Черный Байховый Шиповник Ябло,чай,"(0, 3)"
"Клей Mastix д/керамики и камня 55гр, (холодная сварка)",клей,"(0, 4)"
АА518 (Скребок для асфальта L-300мм с металлич.ручкой (Ек) *1),скребок,"(7, 14)"
Печенье Хлебный Спас 160<103704>,печенье,"(0, 7)"
Шоколад Альпен Голд 90г молоч/черника/йогурт,шоколад,"(0, 7)"
3 2456577722155 Простыня н/BUGA/SHE-,простыня,"(16, 24)"
Булочка Лакомка с с вишней,булочка,"(0, 7)"
Дезодорант-спрей REXONA 150мл Сухость пудры 1/6 (шт),дезодорант,"(0, 10)"
вес.конфеты Кара-Кум 1кг Красный Октябрь,конфеты,"(4, 11)"
3) YK490-GLD-37 САНДАЛИИ ЖЕНСКИЕ,сандалии,"(16, 24)"
4602242002215       Эвалар Турбослим чай,чай,"(37, 40)"
Бутылочка для кормления Зверята с 2-мя силиконовыми сосками 250мл Курносики / 11121,бутылочка,"(0, 9)"
!Пиво Охота крепкое светлое 1.3л,пиво,"(1, 5)"
"43987696 19 50 БЛУЗКА, .-- OLIVIA",блузка,"(15, 21)"
Мороженое Пломбир со вкусом клубники 90гр,пломбир,"(10, 17)"
24578 Grifon* Пакеты д/замораж.прод. 30шт.3л рул,пакеты,"(14, 20)"
"Настойка гранат и специи 0,05",настойка,"(0, 8)"
Шоколад Коммунарка м.караме200,шоколад,"(0, 7)"
"Лотерея ""Русское Лото"" - Билет № 294850",билет,"(25, 30)"
"Клецки ""Кэмми"" Миндаль 300г Казахстан",клецки,"(0, 6)"
Масло  Персиковых косточ,масло,"(0, 5)"
"Чай ""Принцесса Нури"" цейлон в пак 100п*2",чай,"(0, 3)"
Пижама Sela LM102463476,пижама,"(0, 6)"
Бюст Ribera (балконет) Dimanche lingerie 1026 (Крем-брюле 4D),бюст,"(0, 4)"
Герметик СК Кирова   65гр (белый),герметик,"(0, 8)"
БИГ ЛАНЧ Лапша б/п 90 г с говядиной,лапша,"(9, 14)"
Паштет От Иваныча 240г Нежный гусин печ,паштет,"(0, 6)"
5/8 Презервативы Визит Доттид точечные №12 246.9р. за упак,презервативы,"(4, 16)"
"Напиток газ. ""Кока-Кола"" 0,9-1л",напиток,"(0, 7)"
Бумага туал Зева Джаст 4сл 4рул бел,бумага,"(0, 6)"
Мороженое Золотой стандарт 86гр фисташка стакан,мороженое,"(0, 9)"
Heinz кетчуп Итальянский 350г.,кетчуп,"(6, 12)"
САМСА ГОВЯДИНА ЛЛ 122Г                  ,самса,"(0, 5)"
ЧИПСЫ МЕГА КАРТОФЕЛЬНЫЕ СМЕТАНА/СЫР 100Г,чипсы,"(0, 5)"
Сухарики Три корочки ржаные 60гр+25мл Ма,сухарики,"(0, 8)"
"Антифриз, концентрат G12 красный 1л NGN",антифриз,"(0, 8)"
Книга АСТ Мой первый атлас мира с наклейками,книга,"(0, 5)"
Колгейт Бережное отбеливание 50мл,,"(0, 0)"
Подушка ПЛС57 Экотекс Лебяжий пух 50*70 Комфорт,подушка,"(0, 7)"
Салат с курицей и ананасом с гренками 110г,салат,"(0, 5)"
"Valtec Муфта PPR с внутренней резьбой VTp.702 (25 мм х 1/2"")",муфта,"(7, 12)"
A20ENDHS002-3M L Клюшка хоккейная NDW 1.0 Hybrid SR синий р. L,клюшка,"(17, 23)"
"Лосось  соломка Копченый якорь х/к в/у 0,07г",лосось,"(0, 6)"
Драже Skittles Корица38г,драже,"(0, 5)"
Блинчики С Кремом Маскарпоне,блинчики,"(0, 8)"
"7280 Бита РН 2-50мм, сталь S2, CROSS",бита,"(5, 9)"
КАША /МИСТРАЛЬ/ ЯБЛОКО-ГРУША 40 ГР.,каша,"(0, 4)"
7 2456549691892 носки женс/CORS/А02-,носки,"(16, 21)"
"Натуральное мыло для стирки деликатных тканей Mukunghwa, Корея, 150 г",мыло,"(12, 16)"
Сверло по дереву перовое 20-152мм 36120 Успех,сверло,"(0, 6)"
"Помада гигиеническая губная малина 2,8",помада,"(0, 6)"
Колбаски Гриль п.ф            ,колбаски,"(0, 8)"
"Ботинки утепленные для мальч, арт. WDK732, черный, Rich Family, 26",ботинки,"(0, 7)"
Салат с говядиной сэт,салат,"(0, 5)"
-20   Лист из нaтураль ного mxa   20 см зеленый Apтиkул 71274779614,лист,"(6, 10)"
"Корзина плетеная бамбук 22*11,5 Н9 см",корзина,"(0, 7)"
Свобода Мыло-скраб 100г с Кофе :36,мыло-скраб,"(8, 18)"
Печенье OREO Мини 67г,печенье,"(0, 7)"
CLE LSC29-761т Юбка жен  т оранжевый 5 349  р42,юбка,"(15, 19)"
"Шнурки, Шнурки 44008/101 (., <>)",шнурки,"(0, 6)"
Голень цыплёнка-бройлера охл. Мираторг 750 гр.,голень,"(0, 6)"
006456:Горошек Бондюэль зел. нежный 200гр,горошек,"(7, 14)"
ЦВЕТОК ИСК БУКЕТ ПШ,букет,"(11, 16)"
Пластырь Унипласт Доктор Плюш б,пластырь,"(0, 8)"
369909 Джемпер жен. 128816/5276/7917 / 38,джемпер,"(7, 14)"
Автошины Nokian Hakka Blue 2 R15 195/65 95V XL шт,автошины,"(0, 8)"
ПРОМО Краска для волос Luminance Color L10 Платиновый осветлитель*,краска,"(6, 12)"
"SA Элегант Пальто жен., цвет коричневый, р-р 50 Х-505",пальто,"(11, 17)"
Обувь домашняя открытая GFW002436 трикотаж бежевый 39-40,обувь,"(0, 5)"
Брызговики задние пластик USA CX-9 2017 0000-8H-N29 платеж за 1 шт,брызговики,"(0, 10)"
Игра Свинтус Зомби 2 издание,игра,"(0, 4)"
Русский сыр молокосодержащий прод.сзмж 45% (Россия),сыр,"(8, 11)"
"4601201054531 СОК ЛЮБИМЫЙ САД 0,95Л",сок,"(14, 17)"
Брюки цвет  черный карманы низ резинка к,брюки,"(0, 5)"
БИК Станок металл 3 шт                  ,станок,"(4, 10)"
"Полуботинки женские, код товара: ЦУ-00022881, р. 40 [артикул: 12-34587-14 RUBIN]",полуботинки,"(0, 11)"
2 2456577996273 Фигурка се/Viva/7761,фигурка,"(16, 23)"
"Вода Новотерская питьевая негаз. 0,33л пэт",вода,"(0, 4)"
"Адаптер д/коронок бимет. S3/8"" ф32-210мм",адаптер,"(0, 7)"
МАКАРОНЫ ГАЛИНА БЛАНКА СПИРАЛЬ 450ГР,макароны,"(0, 8)"
лампа светодиодная Ergolux LED-C35-9W-E14-4K Свеча 9Вт E14 4500K 172-265В,лампа,"(0, 5)"
КОЛБАСА БОЯРСКАЯ Н/О П/К ВЛАДИМИРСКИЙ СТАНДАРТ    0.866кг*530.00,колбаса,"(0, 7)"
"16820002, Труба ПВХ гофрированная d-32 мм с зондом",труба,"(10, 15)"
Блестки  декоративные  20гр. в ассортим. DECOLA,блестки,"(0, 7)"
"Статица Талисман Розово-синий 0,1 г Поиск",статица,"(0, 7)"
Филе сельди Матиас 250г Са{4015},филе,"(0, 4)"
"Пиво КОЛЬСКОЕ Поморское св 5,4% ПЭТ 1L",пиво,"(0, 4)"
ЙОГУРТ ЭПИКА ВИШНЯ/ЧЕРЕШНЯ 4.8% 130гр,йогурт,"(0, 6)"
МОРОЖЕНОЕ МАГНАТ БРЮНЕТКА  95 МЛ ИНМАРКО,мороженое,"(0, 9)"
Пастилки Te Gusto фруктовые из вишни 40 г Армения,пастилки,"(0, 8)"
тапочки домашнии (женские),тапочки,"(0, 7)"
"Сыр мягкий ""Камамбер АТОН"" с белой плесенью с м.д.ж. в с.в. от 50% до 60% и медом, 100 г",сыр,"(0, 3)"
"Ряженка Кубанская станица 2,5% 400г",ряженка,"(0, 7)"
Кальмар г/к филе 1кг ИП Коровкин,кальмар,"(0, 7)"
Футболка Krasar LM083741317,футболка,"(0, 8)"
КОЗИНАК Подсолнечный 150 гр./Тимоша,козинак,"(0, 7)"
"МОЛОКО МОЛОДЕЯ СТЕР. БЕЛАРУСЬ 2,5% 1Л",молоко,"(0, 6)"
"Напиток Липтон 0,5",напиток,"(0, 7)"
"MF-25 (С2-23) 0.25 Вт,  270 кОм, 1%, Резистор металлопленочный",резистор,"(37, 45)"
КОНФЕТЫ 250Г КОРОВКА ЛЮБИМАЯ РОТ-ФРОНТ,конфеты,"(0, 7)"
КАРАМЕЛЬ ЛЕДЕНЦОВАЯ СОЛЯРИКИ ВЕС,карамель,"(0, 8)"
98-38-39 Прибор щитовой М2003 (80х80мм) 10...,прибор щитовой,"(9, 23)"
Сметана 15% 200 гр Заринск,сметана,"(0, 7)"
"Самса с бараниной,140 г",самса,"(0, 5)"
Масленка пластм 170*115*70мм,масленка,"(0, 8)"
"603035 Мини-ролик ""Мультиколор"" 55мм",ролик,"(12, 17)"
3 2157464509186 Куртка жен/SHAR/SRR9,куртка,"(16, 22)"
"362781 Хомут 368х4,8мм черный 100шт (упак)",хомут,"(7, 12)"
Корм д/кош Monge BW GF круп буйв,корм,"(0, 4)"
Пирожок Буто ассорти,пирожок,"(0, 7)"
"Герметик силикон санитарный белый 280 мл ""KUDO""",герметик,"(0, 8)"
Кефир 1 л Горный,кефир,"(0, 5)"
ТЕСТ Д/ОПРЕДЕЛЕНИЯ БЕРЕМЕННОСТИ ФРАУ,тест,"(0, 4)"
4680465132964 НОСКИ МУЖСКИЕ БУЛЬДО,носки,"(14, 19)"
"ПЕЧЕНЬЕ ДЖЕНС СДОБНОЕ ЯШКИНО , 180 г",печенье,"(0, 7)"
2000001557938 Чемодан F.Molinary 24 grey blue п/п 4к_Y,чемодан,"(14, 21)"
"Жилет (021346643011,L,19M0)",жилет,"(0, 5)"
Трубка ТУТ  10/5 набор 7 цветов  tut-n-10 ЕКF,трубка,"(0, 6)"
Лук Шалот кг ТУРЦИЯ,лук,"(0, 3)"
"Вино Мучо Мас кр сух 14% 0,75л(шт)",вино,"(0, 4)"
"Сырок творожный Лукоморье 16,5% 100г фольга в ассорт",сырок,"(0, 5)"
77050561 36 02 ДЖИНСЫ .-- REGINA,джинсы,"(15, 21)"
Кубаночка Горошек зеленый 460г,горошек,"(10, 17)"
[M] Кроссовки Reebok Classic LM075356672 HF7%HWoNEuQZQ,кроссовки,"(4, 13)"
Хомут Norma 30-45мм,хомут,"(0, 5)"
Пахлава Бакинская ми,пахлава,"(0, 7)"
Мороженое Коровка из Кореновки в асс.100г стакан БЗМЖ,мороженое,"(0, 9)"
"Пивной напиток Марти Рей Мохито 0,9л, 6,7 %",напиток,"(7, 14)"
КЛОРАН Шампунь Цитрон 200мл,шампунь,"(7, 14)"
"Эмаль ПФ-115 ярко-зеленая 1,8кг ВИТеко, ВИТеко, ",эмаль,"(0, 5)"
ТУНЕЦ сушено-вяленый Флотская 40гр.,тунец,"(0, 5)"
Носки Mark Formelle LM116648493,носки,"(0, 5)"
Мороженое Пломбир весовой 12% 900г Сереб. снег/4,пломбир,"(10, 17)"
"Бинт Амелия 5 м х 10 см, стерильный(2140001495004)",бинт,"(0, 4)"
Пастила Шармель йогурт 221г (4),пастила,"(0, 7)"
"Удлинитель сетевой ""Фотон"" 16-53Е  3 мест. 5м. с заземлением 16А (шт)",удлинитель,"(0, 10)"
"КЛЮЧ ТРУБ 1"" тип S 2774110",ключ,"(0, 4)"
Подследники Calzedonia REP12610039,подследники,"(0, 11)"
"Пиво Жигулевское Томское светлое 1,5л, 4,2%",пиво,"(0, 4)"
"[M] Кеды Vans LM080847331 XIb0Q""ZrVKA1-",кеды,"(4, 8)"
"Пиво ""Weiss Berg"" пшеничное вишня (Бочкари) 0,5л 4%",пиво,"(0, 4)"
"816-Красный меланж | мот | Пряжа Пехорка ""Носочная"" 100гр. 200м.(50%шерсть, 50%акрил)?00030?00000014157",пряжа,"(27, 32)"
31344-5СИРЕНUNICA НОСКИ,носки,"(18, 23)"
Сыр Чабан Сулугуни 40% 400 гр,сыр,"(0, 3)"
"Прокладки Always Classic Normal Single женские гигиенические, 9 шт.",прокладки,"(0, 9)"
DUCRAY SENSINOL ФИЗИОЛОГИЧЕСКИЙ,,"(0, 0)"
Сыр плав Президент тосты чизбургер 40% 150г,сыр,"(0, 3)"
